avg_red,avg_green,avg_blue,brightness,contrast,title_sentiment,title_subjectivity,num_question_marks,num_exclamation_marks,starts_with_keyword,title_length,word_count,punctuation_count,uppercase_word_count,percent_letters_uppercase,num_digits,clickbait_score,num_power_words,num_timed_words,viral,tag_sentiment,num_unique_tags,clickbait_phrase_match,title_readability,is_listicle,is_tutorial,num_faces,dominant_color_hue,thumbnail_edge_density,power_word_count,timed_word_count,num_tags,avg_tag_length
67.83223958333333,65.57612847222222,64.78817708333334,66.0655150462963,52.938897195265895,0.875,0.6000000000000001,0.0,1.0,0.0,43.0,5.0,1.0,0.0,0.028,0.0,0.0,0.0,0.0,0,0.0,0,0,32.56000000000003,0,0,0.0,0.0,0.04116319444444445,0,0,0,0.0
84.54628472222223,88.31237847222222,66.96326388888889,79.94064236111112,92.17705091970582,0.0,0.0,1.0,1.0,0.0,55.0,8.0,5.0,1.0,0.317,1.0,0.0,0.0,0.0,1,0.0,9,0,61.24000000000001,0,0,0.0,0.0,0.1482638888888889,0,0,9,16.22222222222222
92.44885416666666,84.93946180555555,78.42630208333334,85.27153935185186,85.7047699804329,0.0,0.65,0.0,0.0,0.0,59.0,7.0,3.0,0.0,0.12,0.0,0.0,0.0,0.0,0,0.0,9,0,-67.15499999999997,0,0,0.0,0.0,0.10847222222222222,0,0,9,15.444444444444445
92.05442708333334,83.27022569444445,88.15967013888888,87.8281076388889,89.33081377566057,0.7,0.44999999999999996,0.0,0.0,0.0,63.0,10.0,0.0,1.0,0.208,1.0,0.0,1.0,0.0,0,-0.16562500000000002,15,0,61.32500000000002,0,0,0.0,0.0,0.14774305555555556,1,0,15,18.266666666666666
83.4798611111111,67.805625,59.99598958333333,70.42715856481482,80.11347959679945,0.0,0.0,0.0,0.0,0.0,52.0,10.0,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0,0.0,8,0,86.70500000000001,0,0,0.0,0.0,0.12692708333333333,0,0,8,18.875
107.76565972222222,88.81901041666667,83.18911458333334,93.25792824074074,79.23831947958358,0.0,0.0,0.0,0.0,0.0,39.0,5.0,3.0,1.0,0.125,0.0,0.0,0.0,0.0,0,0.85,6,0,-18.19999999999996,0,0,0.0,0.0,0.15470486111111112,1,0,6,13.833333333333334
95.94392361111112,90.03822916666667,63.88859375,83.29024884259259,94.58670354890407,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,3.0,0.585,0.0,0.0,0.0,0.0,1,0.0,3,0,42.61571428571432,0,0,0.0,0.0,0.1696527777777778,0,0,3,12.333333333333334
72.14059027777778,85.19564236111111,87.41894097222222,81.58505787037036,99.40943072936525,-0.4,0.8,0.0,0.0,0.0,47.0,8.0,1.0,1.0,0.368,0.0,0.0,0.0,0.0,0,0.2,10,0,71.81500000000001,0,0,0.0,120.0,0.07043402777777778,0,0,10,20.9
76.13777777777777,70.7396875,68.62944444444445,71.83563657407407,54.44889634664711,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,2.0,0.714,0.0,1.0,0.0,0.0,0,0.0,0,0,49.48000000000002,0,0,0.0,0.0,0.057604166666666665,0,0,0,0.0
135.13178819444445,133.9908159722222,104.87125,124.66461805555555,93.47204261399675,0.35,0.55,0.0,0.0,0.0,65.0,10.0,2.0,6.0,0.685,0.0,0.0,0.0,0.0,0,-1.0,14,0,27.485000000000014,0,0,0.0,60.0,0.17326388888888888,0,0,14,12.642857142857142
102.57661458333334,90.55565972222222,111.98548611111111,101.70592013888889,88.5336275678475,0.0,0.0,0.0,0.0,0.0,51.0,10.0,1.0,2.0,0.366,0.0,0.0,0.0,0.0,0,0.6,14,0,78.24500000000002,0,0,1.0,0.0,0.12246527777777778,0,0,14,17.571428571428573
171.12119791666666,163.68225694444445,161.66069444444443,165.48804976851852,86.92121184060952,0.0,0.1,0.0,0.0,0.0,64.0,11.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0,0,47.30000000000004,0,0,0.0,0.0,0.20777777777777778,0,0,0,0.0
85.7421701388889,74.57399305555556,67.22111111111111,75.84575810185186,87.65001465710408,0.35,0.55,0.0,0.0,0.0,62.0,9.0,2.0,5.0,0.673,0.0,0.0,0.0,0.0,1,-1.0,15,0,28.50000000000003,0,0,0.0,0.0,0.13442708333333334,0,0,15,13.4
100.97569444444444,86.34177083333333,47.179270833333334,78.1655787037037,88.84300384035912,0.0,0.0,0.0,0.0,0.0,53.0,8.0,3.0,3.0,0.571,1.0,0.0,0.0,0.0,1,-1.0,12,0,50.66500000000002,0,0,0.0,0.0,0.1289236111111111,0,0,12,13.833333333333334
90.63961805555556,81.97376736111111,72.3403125,81.65123263888889,84.01363528267991,0.0,0.0,0.0,0.0,0.0,49.0,7.0,3.0,3.0,0.575,0.0,0.0,0.0,0.0,1,-1.0,12,0,42.61571428571432,0,0,0.0,0.0,0.13934027777777777,0,0,12,13.833333333333334
87.50571180555555,92.54157986111112,93.97315972222222,91.34015046296297,86.49197018486076,0.0,0.0,0.0,0.0,0.0,63.0,10.0,0.0,4.0,0.444,0.0,0.0,0.0,0.0,0,-0.15000000000000002,14,0,52.86500000000001,0,0,0.0,0.0,0.18425347222222221,0,0,14,16.285714285714285
53.87840277777778,49.83473958333333,52.17154513888889,51.9615625,59.124971062269005,-1.0,1.0,0.0,2.0,0.0,46.0,10.0,4.0,2.0,0.433,1.0,0.0,0.0,0.0,0,0.0,0,0,94.30000000000001,0,0,0.0,120.0,0.06744791666666666,0,0,0,0.0
108.31836805555555,84.05711805555555,111.78994791666666,101.38847800925926,78.67781358097477,-1.0,1.0,0.0,0.0,0.0,65.0,10.0,5.0,6.0,0.44,0.0,0.0,0.0,0.0,0,0.0,8,0,61.32500000000002,0,0,0.0,0.0,0.1668923611111111,0,0,8,13.375
63.89859375,64.05960069444444,63.79875,63.91898148148148,56.143015222037015,0.1,0.4,0.0,1.0,0.0,40.0,9.0,3.0,2.0,0.321,1.0,0.0,0.0,0.0,0,0.0,0,0,94.30000000000001,0,0,0.0,109.0,0.05376736111111111,0,0,0,0.0
143.45401041666668,114.15269097222222,123.29,126.96556712962963,84.54347703295555,0.0,0.0,0.0,0.0,0.0,68.0,9.0,2.0,2.0,0.375,7.0,0.0,0.0,0.0,0,0.0,23,0,56.70000000000002,0,0,0.0,0.0,0.15269097222222222,0,0,23,15.652173913043478
54.97717013888889,55.77640625,54.91873263888889,55.22410300925926,52.31683771182386,0.15625,0.4,0.0,2.0,0.0,69.0,12.0,2.0,4.0,0.269,0.0,0.0,0.0,0.0,0,0.0,0,0,72.61545454545457,0,0,0.0,109.0,0.04729166666666667,0,0,0,0.0
100.33078125,76.41854166666667,64.55810763888888,80.43581018518519,84.97824939599789,0.0,0.0,0.0,0.0,0.0,69.0,10.0,2.0,2.0,0.345,2.0,0.0,0.0,0.0,0,-0.15000000000000002,14,0,52.86500000000001,0,0,0.0,0.0,0.1385590277777778,0,0,14,16.285714285714285
99.81802083333334,81.37180555555555,76.62925347222222,85.93969328703703,75.82324828176725,0.675,0.75,0.0,0.0,0.0,45.0,7.0,3.0,1.0,0.2,0.0,0.0,0.0,0.0,1,0.85,11,0,78.87285714285717,0,0,0.0,125.0,0.13791666666666666,0,0,11,13.454545454545455
99.87180555555555,81.43435763888888,76.66729166666667,85.99115162037037,75.67847235174092,-1.0,1.0,0.0,1.0,0.0,79.0,15.0,4.0,2.0,0.213,0.0,0.0,0.0,0.0,0,0.0,6,0,92.06250000000001,0,0,0.0,125.0,0.13305555555555557,0,0,6,14.333333333333334
113.86708333333333,88.24239583333333,56.77354166666667,86.29434027777778,70.27313376446688,0.0,0.0,0.0,0.0,0.0,63.0,11.0,3.0,5.0,0.438,0.0,0.0,0.0,0.0,0,0.0,7,0,87.99727272727276,0,0,0.0,19.0,0.20671875,0,0,7,14.571428571428571
171.12119791666666,163.68225694444445,161.66069444444443,165.48804976851852,86.92121184060952,0.0,0.1,0.0,0.0,0.0,64.0,11.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0,0,47.30000000000004,0,0,0.0,0.0,0.20777777777777778,0,0,0,0.0
82.25079861111111,76.24045138888889,87.18569444444445,81.89231481481481,79.64620219615787,0.0,0.0,0.0,0.0,0.0,59.0,8.0,0.0,2.0,0.294,1.0,0.0,0.0,0.0,0,0.43333333333333335,9,0,29.515000000000015,1,0,0.0,0.0,0.15046875,0,0,9,12.88888888888889
99.42772569444445,70.02925347222222,73.47333333333333,80.97677083333333,84.179863402927,0.0,0.0,0.0,0.0,0.0,49.0,7.0,2.0,0.0,0.122,0.0,0.0,0.0,0.0,0,0.2333333333333333,15,0,42.61571428571432,0,0,0.0,0.0,0.11958333333333333,0,0,15,17.133333333333333
52.702447916666664,48.24690972222222,50.37796875,50.44244212962963,60.2053112241068,0.375,0.75,0.0,0.0,0.0,48.0,6.0,3.0,1.0,0.35,0.0,0.0,0.0,0.0,0,0.375,9,0,-68.95999999999995,0,0,0.0,120.0,0.1284201388888889,0,0,9,15.777777777777779
